user_id,hotel_id,actual,predicted,error,pred_knn,pred_cbf,strategy,abs_error
D11B516F665E93CBCE741C3D2A200D12,81699,3.0,3.646,0.6459598178017494,3.375,4.0524,hybrid(α=0.6)_knn_fallback,0.646
CF02A6BC9D57EB29D8C280141FC41E30,1025910,4.0,3.7438,-0.25619442533353576,3.5455,4.0413,hybrid(α=0.6)_knn_fallback,0.2562
EACD2A262AF837EE92602953796F6164,99114,5.0,3.821,-1.1790336803290793,3.6667,4.0524,hybrid(α=0.6)_knn_fallback,1.179
E706E2F3CFF5F6F6D5B953A998FAFEE7,94206,3.0,3.828,0.8279939073360731,3.9,3.72,hybrid(α=0.6)_knn_fallback,0.828
C5831B2DDD40B0F9F1F1C80794E33DDD,236299,5.0,4.3849,-0.6151375408153115,4.6061,4.0531,hybrid(α=0.6)_knn_fallback,0.6151
C5831B2DDD40B0F9F1F1C80794E33DDD,1859056,5.0,4.3975,-0.6024583118958526,4.6286,4.051,hybrid(α=0.6)_knn_fallback,0.6025
913A337B883D3582FF896BC6BAE059FF,217616,2.0,4.1962,2.1961968621423047,4.2947,4.0484,hybrid(α=0.6)_knn_fallback,2.1962
913A337B883D3582FF896BC6BAE059FF,236299,5.0,4.382,-0.6179683350967551,4.6061,4.046,hybrid(α=0.6)_knn_fallback,0.618
165EC69952D44A0D40953AEE22816097,654030,5.0,3.8651,-1.1348712868408501,3.964,3.7169,hybrid(α=0.6)_knn_fallback,1.1349
165EC69952D44A0D40953AEE22816097,84463,5.0,3.7363,-1.2637131444939973,3.75,3.7157,hybrid(α=0.6),1.2637
CD56112AAAD78B37A07925998DAA1A75,72572,5.0,4.0029,-0.9971491455491233,4.1667,3.7571,hybrid(α=0.6)_knn_fallback,0.9971
CD56112AAAD78B37A07925998DAA1A75,79913,3.0,3.8515,0.8515331279927105,3.9231,3.7442,hybrid(α=0.6)_knn_fallback,0.8515
CD56112AAAD78B37A07925998DAA1A75,98856,4.0,3.9354,-0.06456429849361367,4.0645,3.7418,hybrid(α=0.6)_knn_fallback,0.0646
5C5471BD44D387BF60276956FC17AB03,89336,5.0,4.0569,-0.9430740720333413,4.0667,4.0423,hybrid(α=0.6)_knn_fallback,0.9431
4C8EFD12CA2F03E9D85709814BB16501,98647,3.0,3.5098,0.5098325076618533,3.2667,3.8746,hybrid(α=0.6)_knn_fallback,0.5098
4C8EFD12CA2F03E9D85709814BB16501,280902,4.0,4.0024,0.0023989387198053436,4.0769,3.8906,hybrid(α=0.6)_knn_fallback,0.0024
4C8EFD12CA2F03E9D85709814BB16501,109116,3.0,3.8964,0.8964486726104504,3.8964,3.8964,hybrid(α=0.6)_both_fallback,0.8964
4C8EFD12CA2F03E9D85709814BB16501,98039,4.0,3.7456,-0.2544055336488813,3.6667,3.864,hybrid(α=0.6)_knn_fallback,0.2544
4C8EFD12CA2F03E9D85709814BB16501,109345,4.0,3.9243,-0.07569162625156878,3.95,3.8858,hybrid(α=0.6)_knn_fallback,0.0757
60FC5785DA4F3BC9D435BC0D08E2624D,98640,2.0,3.3537,1.3536509323809227,3.0833,3.7591,hybrid(α=0.6)_knn_fallback,1.3537
716FEC4E31F23D4F0E6E5A29A27C6A31,89615,4.0,4.046,0.045981722713630546,4.0417,4.0525,hybrid(α=0.6)_knn_fallback,0.046
3F88F8D4F220EFE6418ED0B22AAF03E6,93566,5.0,4.3714,-0.6285856368520291,4.5833,4.0535,hybrid(α=0.6)_knn_fallback,0.6286
3F88F8D4F220EFE6418ED0B22AAF03E6,2042562,5.0,4.3861,-0.6139006904926774,4.6087,4.0522,hybrid(α=0.6)_knn_fallback,0.6139
3F88F8D4F220EFE6418ED0B22AAF03E6,84463,4.0,3.8173,-0.18269756400614945,3.6607,4.0522,hybrid(α=0.6)_knn_fallback,0.1827
3F88F8D4F220EFE6418ED0B22AAF03E6,113298,5.0,4.3606,-0.6394421205379324,4.5652,4.0536,hybrid(α=0.6)_knn_fallback,0.6394
6DB5436929F4EF8EE03F210AD6EA6339,1479831,4.0,4.0918,0.09184702637406872,4.3333,3.7296,hybrid(α=0.6)_knn_fallback,0.0918
6DB5436929F4EF8EE03F210AD6EA6339,1100734,4.0,3.8539,-0.14605509836498287,3.9444,3.7182,hybrid(α=0.6)_knn_fallback,0.1461
6DB5436929F4EF8EE03F210AD6EA6339,109413,3.0,3.8643,0.8643335438604192,3.9615,3.7185,hybrid(α=0.6)_knn_fallback,0.8643
6D5C8DDDD5DD8D0A14C302E7F7196022,98474,1.0,4.0203,3.0203179875061332,4.0,4.0508,hybrid(α=0.6)_knn_fallback,3.0203
A90E45A9CAD3E818327172C16C27BFB1,81409,4.0,4.1429,0.14292529370794238,4.4286,3.7145,hybrid(α=0.6)_knn_fallback,0.1429
A90E45A9CAD3E818327172C16C27BFB1,75737,4.0,3.8002,-0.19981408261080258,3.8571,3.7148,hybrid(α=0.6)_knn_fallback,0.1998
A90E45A9CAD3E818327172C16C27BFB1,99433,1.0,3.8497,2.849711881915308,3.9412,3.7125,hybrid(α=0.6)_knn_fallback,2.8497
8C3F7CB95BAF012098A250B0979A06FF,84039,4.0,3.8588,-0.14122185406230336,3.7297,4.0524,hybrid(α=0.6)_knn_fallback,0.1412
929DBA3F7C1DE8FEEC88155A98A54B7D,574449,5.0,4.3536,-0.6463783751738656,4.5536,4.0537,hybrid(α=0.6)_knn_fallback,0.6464
929DBA3F7C1DE8FEEC88155A98A54B7D,113298,5.0,4.3606,-0.6393705058063972,4.5652,4.0537,hybrid(α=0.6)_knn_fallback,0.6394
929DBA3F7C1DE8FEEC88155A98A54B7D,1785018,4.0,4.1791,0.17911525175587073,4.2632,4.0531,hybrid(α=0.6)_knn_fallback,0.1791
AAA3F46FCEE39DAB599CCC05BE9C63A8,98954,3.0,4.4248,1.4247811858200468,4.6727,4.0529,hybrid(α=0.6),1.4248
AAA3F46FCEE39DAB599CCC05BE9C63A8,98452,2.0,3.7609,1.7609022137033805,3.566,4.0532,hybrid(α=0.6)_knn_fallback,1.7609
B7F9D897573CF738E20F829F129F91B5,98420,5.0,3.8917,-1.1083241181847137,3.7857,4.0506,hybrid(α=0.6)_knn_fallback,1.1083
B7F9D897573CF738E20F829F129F91B5,1478311,5.0,3.417,-1.5830326246645616,3.0,4.0424,hybrid(α=0.6)_knn_fallback,1.583
1175C029E9F5AAE122EB0BE6065AF2F7,253068,4.0,4.3618,0.3618404661295571,4.5714,4.0475,hybrid(α=0.6)_knn_fallback,0.3618
1175C029E9F5AAE122EB0BE6065AF2F7,96735,4.0,4.3663,0.36628584124810537,4.5789,4.0473,hybrid(α=0.6)_knn_fallback,0.3663
1175C029E9F5AAE122EB0BE6065AF2F7,82961,3.0,3.8515,0.8515001619897102,3.725,4.0413,hybrid(α=0.6)_knn_fallback,0.8515
43DF276174C577A613183D3B2D113A72,1486034,4.0,3.912,-0.08800529935148216,4.0204,3.7494,hybrid(α=0.6)_knn_fallback,0.088
98C4CAC227920FCD2E78475ECB916D0D,126260,4.0,4.1599,0.15991766246732642,4.4375,3.7435,hybrid(α=0.6)_knn_fallback,0.1599
98C4CAC227920FCD2E78475ECB916D0D,81514,4.0,3.7745,-0.22549491288139034,3.8,3.7363,hybrid(α=0.6)_knn_fallback,0.2255
84D1E2A614BEB7D9F6D4F90A1E5CAB7A,99504,4.0,3.8666,-0.13335673956725458,3.75,4.0416,hybrid(α=0.6),0.1334
84D1E2A614BEB7D9F6D4F90A1E5CAB7A,80129,5.0,4.2027,-0.7972797118336352,4.3077,4.0453,hybrid(α=0.6)_knn_fallback,0.7973
A29A85350848F2AD8417994C57882344,1456409,3.0,3.9863,0.9863259347953597,3.9423,4.0524,hybrid(α=0.6)_knn_fallback,0.9863
A29A85350848F2AD8417994C57882344,84100,2.0,3.982,1.9819632228861388,3.9355,4.0517,hybrid(α=0.6)_knn_fallback,1.982
F45475F3A22CFEA39DB0C75226B8E973,1456416,4.0,4.3696,0.3696086734877726,4.5818,4.0513,hybrid(α=0.6)_knn_fallback,0.3696
F45475F3A22CFEA39DB0C75226B8E973,1201072,4.0,4.1145,0.11450001043963098,4.1569,4.051,hybrid(α=0.6)_knn_fallback,0.1145
F45475F3A22CFEA39DB0C75226B8E973,217616,5.0,4.1984,-0.8015926947750955,4.2947,4.0539,hybrid(α=0.6)_knn_fallback,0.8016
325F7BC37537A185226F940EA6BE4050,93543,2.0,4.131,2.1310038277923615,4.1829,4.0531,hybrid(α=0.6)_knn_fallback,2.131
325F7BC37537A185226F940EA6BE4050,99352,3.0,4.2072,1.2072074301673972,4.3121,4.0499,hybrid(α=0.6)_knn_fallback,1.2072
7D822DCFF2F37EBE1A70E27BA4FA93A4,222955,5.0,4.1566,-0.84337927859875,4.2258,4.0528,hybrid(α=0.6)_knn_fallback,0.8434
0DD01615273E8FCAEB12438B87DBBD1B,506418,4.0,4.3136,0.3136467667524556,4.5,4.0341,hybrid(α=0.6)_knn_fallback,0.3136
F2E4A2552B2E4232935C4F655B5BE0B2,236299,5.0,4.0798,-0.920244956954777,4.3214,3.7172,hybrid(α=0.6),0.9202
F2E4A2552B2E4232935C4F655B5BE0B2,102510,5.0,3.8114,-1.1886343400381145,3.875,3.7159,hybrid(α=0.6)_knn_fallback,1.1886
19F7FB3E5433A8823D937BCE98D85496,98445,4.0,3.8705,-0.1294996776451196,3.75,4.0513,hybrid(α=0.6)_knn_fallback,0.1295
19F7FB3E5433A8823D937BCE98D85496,81377,5.0,3.8545,-1.1455129679634592,3.7231,4.0516,hybrid(α=0.6)_knn_fallback,1.1455
C4786DBD5C9444508CFA1B175346F55A,625154,2.0,4.1736,2.173606147152138,4.4783,3.7166,hybrid(α=0.6)_knn_fallback,2.1736
C4786DBD5C9444508CFA1B175346F55A,87645,5.0,3.8616,-1.1384469527293186,3.9583,3.7164,hybrid(α=0.6)_knn_fallback,1.1384
C4786DBD5C9444508CFA1B175346F55A,1011240,4.0,3.9688,-0.03122956626890039,4.1383,3.7145,hybrid(α=0.6)_knn_fallback,0.0312
CF83466204AC75E81CCAB1C4D94556CF,98644,4.0,3.7514,-0.2485506058159821,3.5714,4.0215,hybrid(α=0.6)_knn_fallback,0.2486
1005ABAA83773778AB2A4BAAFE443901,81985,4.0,4.0569,0.05689990440970494,4.2817,3.7197,hybrid(α=0.6)_knn_fallback,0.0569
1005ABAA83773778AB2A4BAAFE443901,77923,2.0,3.4749,1.4748767062122932,3.3137,3.7166,hybrid(α=0.6)_knn_fallback,1.4749
1A02BFA5CBF1E6956410FBA47A389720,2008152,5.0,4.4195,-0.5804821682170571,4.6667,4.0488,hybrid(α=0.6)_knn_fallback,0.5805
9E42FD62B1D835F55F648274CF2B00E5,1477545,4.0,4.1274,0.12735768230451328,4.2,4.0184,hybrid(α=0.6)_knn_fallback,0.1274
0244F5D4638C66FBE9D8D109ECB8F3E1,2322597,5.0,4.5773,-0.42269108945756617,4.9286,4.0504,hybrid(α=0.6)_knn_fallback,0.4227
0244F5D4638C66FBE9D8D109ECB8F3E1,89336,1.0,4.0613,3.0613374871432093,4.0667,4.0533,hybrid(α=0.6)_knn_fallback,3.0613
CCDA857F2096B8E9444E15735BD60FB0,100504,5.0,4.2361,-0.7638609070180582,4.3788,4.0222,hybrid(α=0.6)_knn_fallback,0.7639
CCDA857F2096B8E9444E15735BD60FB0,93450,2.0,3.7614,1.7613683159731646,3.5869,4.0231,hybrid(α=0.6)_knn_fallback,1.7614
CCDA857F2096B8E9444E15735BD60FB0,77798,3.0,3.5797,0.5796716855238424,3.2909,4.0128,hybrid(α=0.6)_knn_fallback,0.5797
DF15DCB6186B616EA60C45FEF785730C,93464,3.0,3.8837,0.8836866238618017,3.7766,4.0442,hybrid(α=0.6)_knn_fallback,0.8837
DF15DCB6186B616EA60C45FEF785730C,1371825,2.0,4.291,2.2910093012460013,4.4615,4.0352,hybrid(α=0.6)_knn_fallback,2.291
FD711E1ED5A2DA3F69425CDD77A80E5A,80823,3.0,3.6782,0.6781623428175259,3.6,3.7954,hybrid(α=0.6)_knn_fallback,0.6782
FD711E1ED5A2DA3F69425CDD77A80E5A,100570,4.0,3.8642,-0.13584304906723954,3.9041,3.8042,hybrid(α=0.6)_knn_fallback,0.1358
51CFA131DC27F9014AE1EA4F63710A2C,1462005,5.0,3.9472,-1.0528034822506056,3.8769,4.0526,hybrid(α=0.6)_knn_fallback,1.0528
6C863FAA939A499592E9BEE0E1BC9A5E,93569,4.0,4.0793,0.0793100558303248,4.0976,4.0519,hybrid(α=0.6)_knn_fallback,0.0793
6C863FAA939A499592E9BEE0E1BC9A5E,113298,3.0,4.3604,1.3604411037626738,4.5652,4.0533,hybrid(α=0.6)_knn_fallback,1.3604
BE08377BED41231AB3D63319D13B4B00,287392,4.0,4.2675,0.26747902179833805,4.4113,4.0518,hybrid(α=0.6)_knn_fallback,0.2675
BE08377BED41231AB3D63319D13B4B00,93610,5.0,4.0778,-0.9222030340770235,4.0962,4.0503,hybrid(α=0.6)_knn_fallback,0.9222
BE08377BED41231AB3D63319D13B4B00,93566,5.0,4.3715,-0.628545819044918,4.5833,4.0536,hybrid(α=0.6)_knn_fallback,0.6285
1C9179CA2597965D106AB449C2CC4FEB,84092,5.0,4.186,-0.8140069580368161,4.2742,4.0537,hybrid(α=0.6)_knn_fallback,0.814
063CA9F3DE22FC1E6085EEE2360F0898,223154,2.0,3.7553,1.7552782542822989,3.7826,3.7143,hybrid(α=0.6)_knn_fallback,1.7553
063CA9F3DE22FC1E6085EEE2360F0898,608401,4.0,4.0881,0.08809047319527163,4.3333,3.7202,hybrid(α=0.6)_knn_fallback,0.0881
76AA384A12BCFFB5D39094185491B17B,224221,3.0,4.3464,1.346355412321568,4.5417,4.0534,hybrid(α=0.6)_knn_fallback,1.3464
76AA384A12BCFFB5D39094185491B17B,93464,4.0,3.8874,-0.11255486584764762,3.7766,4.0536,hybrid(α=0.6)_knn_fallback,0.1126
76AA384A12BCFFB5D39094185491B17B,281071,5.0,4.2252,-0.7747978033246934,4.34,4.053,hybrid(α=0.6)_knn_fallback,0.7748
5E5E35148058830E29C525362204E6EE,224214,5.0,4.284,-0.7160434606843111,4.4375,4.0536,hybrid(α=0.6)_knn_fallback,0.716
5E5E35148058830E29C525362204E6EE,99288,4.0,4.0145,0.014542901333944869,3.9895,4.0521,hybrid(α=0.6)_knn_fallback,0.0145
6A56B25DCE5EB11CDE40202CA56487A8,236299,5.0,4.3812,-0.6188281950115435,4.6061,4.0438,hybrid(α=0.6)_knn_fallback,0.6188
6A56B25DCE5EB11CDE40202CA56487A8,94326,3.0,3.887,0.8869648868461417,3.7805,4.0467,hybrid(α=0.6)_knn_fallback,0.887
17B715FE8A1E8E0D25486475D346B61E,108339,3.0,3.6676,0.6676416890694497,3.6364,3.7146,hybrid(α=0.6)_knn_fallback,0.6676
17B715FE8A1E8E0D25486475D346B61E,98733,3.0,3.2856,0.28556522172674725,3.0,3.7139,hybrid(α=0.6),0.2856
17B715FE8A1E8E0D25486475D346B61E,84655,4.0,3.7172,-0.28284241844741675,3.72,3.7129,hybrid(α=0.6)_knn_fallback,0.2828
17B715FE8A1E8E0D25486475D346B61E,109130,3.0,3.4566,0.4566334348358083,3.2857,3.713,hybrid(α=0.6)_knn_fallback,0.4566
17B715FE8A1E8E0D25486475D346B61E,99450,3.0,3.585,0.585032072549069,3.5,3.7126,hybrid(α=0.6)_knn_fallback,0.585
16ECAFC0C0803DCF113B0B1B6E490F5F,114948,5.0,4.0529,-0.9470865415251719,4.28,3.7123,hybrid(α=0.6)_knn_fallback,0.9471
E3AFD4350DAA3384CF59CDE61DC18C11,1486034,4.0,3.8975,-0.1024591101057788,4.0204,3.7132,hybrid(α=0.6)_knn_fallback,0.1025
E3AFD4350DAA3384CF59CDE61DC18C11,455186,4.0,3.8858,-0.11417129698552131,4.0,3.7146,hybrid(α=0.6)_knn_fallback,0.1142
E3AFD4350DAA3384CF59CDE61DC18C11,281071,4.0,4.0907,0.09068168028312229,4.34,3.7167,hybrid(α=0.6)_knn_fallback,0.0907
BFAB61C878468B10852054A8BA6CCF05,98728,5.0,4.0525,-0.9474638075010287,4.06,4.0413,hybrid(α=0.6)_knn_fallback,0.9475
E043960761D823EAE13DDD86684BD993,99488,4.0,3.9054,-0.09459605391856085,4.0323,3.7151,hybrid(α=0.6)_knn_fallback,0.0946
E043960761D823EAE13DDD86684BD993,99103,2.0,3.9198,1.9197595741052256,4.0571,3.7137,hybrid(α=0.6)_knn_fallback,1.9198
E043960761D823EAE13DDD86684BD993,608401,5.0,4.0875,-0.9125409860458031,4.3333,3.7186,hybrid(α=0.6)_knn_fallback,0.9125
15B381C28603BC6988A8B6D8C2F4B83D,677260,5.0,4.2639,-0.7361405871057443,4.4211,4.0281,hybrid(α=0.6)_knn_fallback,0.7361
15B381C28603BC6988A8B6D8C2F4B83D,1859056,5.0,4.3856,-0.6143515408106666,4.6286,4.0213,hybrid(α=0.6)_knn_fallback,0.6144
80A0D359A286B9F6A6B9990DE910B1A4,120988,3.0,4.0475,1.0475042422065721,4.05,4.0438,hybrid(α=0.6),1.0475
80A0D359A286B9F6A6B9990DE910B1A4,613399,4.0,4.4307,0.4307078044037649,4.6829,4.0524,hybrid(α=0.6)_knn_fallback,0.4307
1B8222250BE4C4B43422CB11E928164E,99109,5.0,4.0642,-0.9358197326759115,4.2973,3.7145,hybrid(α=0.6)_knn_fallback,0.9358
1B8222250BE4C4B43422CB11E928164E,81444,4.0,3.6934,-0.3065964651835662,3.68,3.7135,hybrid(α=0.6)_knn_fallback,0.3066
A81FF77685D923F35F2856B56A783E64,266157,4.0,4.0955,0.09551598743765766,4.125,4.0513,hybrid(α=0.6),0.0955
5DDB06A6A3E085D4BC035EE84A79B3CA,113298,5.0,4.3605,-0.6394589279516278,4.5652,4.0535,hybrid(α=0.6)_knn_fallback,0.6395
5DDB06A6A3E085D4BC035EE84A79B3CA,1845691,5.0,4.3892,-0.610767365821034,4.6129,4.0537,hybrid(α=0.6)_knn_fallback,0.6108
C36472E3F418095921AD742880B18F16,93464,4.0,3.8868,-0.11320790654489521,3.7766,4.052,hybrid(α=0.6)_knn_fallback,0.1132
C36472E3F418095921AD742880B18F16,1510002,4.0,4.3454,0.34536264672241135,4.5412,4.0516,hybrid(α=0.6)_knn_fallback,0.3454
8FA8375DB40E226535E6EE96DD6183CA,1464151,4.0,3.7332,-0.26684375457037035,3.72,3.7529,hybrid(α=0.6)_knn_fallback,0.2668
8FA8375DB40E226535E6EE96DD6183CA,113905,3.0,3.9797,0.9797050213068905,4.125,3.7618,hybrid(α=0.6)_knn_fallback,0.9797
2D9C4AD74478A84C8B53C51ADEBD6CC2,87654,5.0,4.2641,-0.7359353009292988,4.4048,4.053,hybrid(α=0.6)_knn_fallback,0.7359
2D9C4AD74478A84C8B53C51ADEBD6CC2,81042,3.0,3.9226,0.9225689167552016,3.8378,4.0497,hybrid(α=0.6)_knn_fallback,0.9226
76E8C960D16138F1DA66049BCDD46EA8,109389,4.0,3.4429,-0.5570970176644829,3.25,3.7323,hybrid(α=0.6)_knn_fallback,0.5571
76E8C960D16138F1DA66049BCDD46EA8,98731,1.0,3.9417,2.9417226433239705,4.0833,3.7293,hybrid(α=0.6),2.9417
76E8C960D16138F1DA66049BCDD46EA8,223134,3.0,3.5907,0.5907074878198859,3.5,3.7268,hybrid(α=0.6)_knn_fallback,0.5907
76E8C960D16138F1DA66049BCDD46EA8,108254,4.0,3.8121,-0.18789521301320367,3.8696,3.7259,hybrid(α=0.6)_knn_fallback,0.1879
EDBC7A87E0C491F08AA181C39D1FCDBC,1007816,4.0,3.976,-0.02395183842910642,4.15,3.7151,hybrid(α=0.6)_knn_fallback,0.024
3F78009E6EF37B975D13EE94906340FF,93454,3.0,3.8604,0.8604438885568908,3.9577,3.7145,hybrid(α=0.6)_knn_fallback,0.8604
3F78009E6EF37B975D13EE94906340FF,1859056,5.0,4.2629,-0.7371074776779825,4.6286,3.7144,hybrid(α=0.6)_knn_fallback,0.7371
AA963DC394665875756CBD86F32DE081,1158763,4.0,3.8949,-0.10513103266337964,3.8333,3.9872,hybrid(α=0.6)_knn_fallback,0.1051
AA963DC394665875756CBD86F32DE081,98647,2.0,3.5496,1.5496042016063667,3.2667,3.974,hybrid(α=0.6)_knn_fallback,1.5496
AA963DC394665875756CBD86F32DE081,620239,3.0,4.2962,1.296151735353873,4.5,3.9904,hybrid(α=0.6)_knn_fallback,1.2962
AA963DC394665875756CBD86F32DE081,608401,3.0,4.2019,1.2019227624942683,4.3333,4.0048,hybrid(α=0.6)_knn_fallback,1.2019
D32F082480141E3312F753D1DD3718EB,94368,4.0,3.6345,-0.36546664467546464,3.3611,4.0447,hybrid(α=0.6)_knn_fallback,0.3655
328DFA97EABCA06DB6C7A7E97D6444AA,98457,4.0,3.6466,-0.35338089270296713,3.4091,4.0029,hybrid(α=0.6)_knn_fallback,0.3534
BFFC4F3C0E0F1DAC676A397D8C85D1A4,87638,5.0,3.7532,-1.2467923220608963,3.5641,4.0369,hybrid(α=0.6)_knn_fallback,1.2468
BFFC4F3C0E0F1DAC676A397D8C85D1A4,108571,4.0,3.9221,-0.0778865725899287,3.8462,4.0361,hybrid(α=0.6)_knn_fallback,0.0779
BFFC4F3C0E0F1DAC676A397D8C85D1A4,98452,3.0,3.7535,0.7535458973823403,3.566,4.0348,hybrid(α=0.6)_knn_fallback,0.7535
BFFC4F3C0E0F1DAC676A397D8C85D1A4,1762915,4.0,4.4253,0.42529200147623936,4.6818,4.0405,hybrid(α=0.6)_knn_fallback,0.4253
BFFC4F3C0E0F1DAC676A397D8C85D1A4,249712,4.0,4.1646,0.16460547718828078,4.25,4.0365,hybrid(α=0.6),0.1646
8E6E85DEDA0EFB677C20D472B85C5634,244322,3.0,3.8964,0.8964486726104504,3.8964,3.8964,hybrid(α=0.6)_both_fallback,0.8964
8E6E85DEDA0EFB677C20D472B85C5634,239974,2.0,3.2936,1.2935696736825242,3.0,3.7339,hybrid(α=0.6)_knn_fallback,1.2936
8E6E85DEDA0EFB677C20D472B85C5634,320058,4.0,3.8892,-0.11082712526835703,4.0,3.7229,hybrid(α=0.6)_knn_fallback,0.1108
8E6E85DEDA0EFB677C20D472B85C5634,217732,2.0,3.2927,1.2926741722241983,3.0,3.7317,hybrid(α=0.6)_knn_fallback,1.2927
8E6E85DEDA0EFB677C20D472B85C5634,99418,1.0,3.8964,2.8964486726104504,3.8964,3.8964,hybrid(α=0.6)_both_fallback,2.8964
F2C64F4804259112C6DD574C8C4C4980,1176838,4.0,4.5006,0.5005615168993609,4.8,4.0514,hybrid(α=0.6)_knn_fallback,0.5006
5817ED54FADE63EF5AAF2E8631A94603,266157,4.0,4.6213,0.6212650166870795,5.0,4.0532,hybrid(α=0.6),0.6213
08A2C3AB07039379372D38EDA54390B2,98453,3.0,3.8955,0.8954699186466328,4.0,3.7387,hybrid(α=0.6)_knn_fallback,0.8955
08A2C3AB07039379372D38EDA54390B2,98420,4.0,3.7693,-0.2306706215411536,3.7857,3.7448,hybrid(α=0.6)_knn_fallback,0.2307
